"SERVICE REQUEST TYPE","SERVICE REQUEST NUMBER","DATE SERVICE REQUEST WAS RECEIVED","LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).","IS THE BUILDING DANGEROUS OR HAZARDOUS?","IS BUILDING OPEN OR BOARDED?","IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?","IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?","IS THE BUILDING VACANT DUE TO FIRE?","ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)","ADDRESS STREET NUMBER","ADDRESS STREET DIRECTION","ADDRESS STREET NAME","ADDRESS STREET SUFFIX","ZIP CODE","X COORDINATE","Y COORDINATE","Ward","Police District","Community Area","LATITUDE","LONGITUDE","Location"
"Vacant/Abandoned Building","18-02452230","08/21/2018","Front",,"Open",,"Vacant","false","false","448","W","62ND","ST","60621","1174366.03167992","1863832.49011374","20","7","68","41.78175427502","-87.63627455716","(41.781754275022, -87.636274557163)"
"Vacant/Abandoned Building","18-02455162","08/21/2018","Front",,"Open",,"Vacant","false","false","11819","S","PERRY","AVE","60628","1177703.89497097","1826585.33643429","34","5","53","41.6794684471","-87.6251607296","(41.679468447103, -87.625160729602)"
"Vacant/Abandoned Building","18-02447561","08/21/2018","Front",,"Open","FRONT DOOR","Vacant","false","false","1750","E","83RD","ST","60617","1189445.79987555","1850295.69422775","8","4","45","41.74425940149","-87.58142295737","(41.74425940149, -87.58142295737)"
"Vacant/Abandoned Building","18-02454425","08/21/2018","Front",,"Open",,"Vacant","false","false","6724","N","AVONDALE","AVE","60631","1124031.76518082","1943997.58343201","41","16","9","42.00271076232","-87.81905465814","(42.002710762317, -87.81905465814)"
"Vacant/Abandoned Building","18-02449268","08/21/2018","Rear",,"Open",,"Vacant","true","false","2935","S","LYMAN","ST","60608","1169486.71697205","1885341.03190181","11","9","60","41.84088312969","-87.65353952273","(41.840883129685, -87.653539522731)"
"Vacant/Abandoned Building","18-02452707","08/21/2018","Front",,"Open","BACK DOOR IN BACKYARD","Vacant","false","true","2218","N","KEELER","AVE","60639","1148019.05791184","1914412.46407539","35","25","20","41.92109769281","-87.73157044653","(41.921097692807, -87.731570446533)"
"Vacant/Abandoned Building","18-02440079","08/20/2018","Front",,"Open","FRONT AND BACK","Vacant","false","true","32","W","114TH","PL","60628","1178061.76743438","1829048.13192788","34","5","49","41.6862186469","-87.62377652441","(41.686218646902, -87.623776524412)"
"Vacant/Abandoned Building","18-02437108","08/20/2018",,,,,,,,"610","N","TROY","ST","60612","1155267.78181145","1903895.03650329","27","12","23","41.89209427839","-87.70521977798","(41.89209427839, -87.705219777983)"
"Vacant/Abandoned Building","18-02443417","08/20/2018","Front",,"Open","BACK","Vacant","false","false","12054","S","YALE","AVE","60628","1176781.13082445","1825006.22489952","34","5","53","41.67515588369","-87.6285857038","(41.675155883691, -87.628585703801)"
"Vacant/Abandoned Building","18-02436423","08/20/2018","Front",,"Open","REAR","Vacant","false","true","656","W","59TH","ST","60621","1172860.94229856","1865761.56179467","20","7","68","41.78708121109","-87.64173567862","(41.787081211092, -87.641735678624)"
"Vacant/Abandoned Building","18-02435277","08/20/2018",,,,,,,,"143","W","112TH","ST","60628","1177256.28261254","1830684.98542861","34","5","49","41.69072858389","-87.62667608254","(41.69072858389, -87.626676082541)"
"Vacant/Abandoned Building","18-02439079","08/20/2018","Front",,"Boarded","FRONT DOOR","Vacant","false","true","8041","S","WABASH","AVE","60619","1178106.18609578","1851707.0837658","6","6","44","41.74839681341","-87.62292947127","(41.748396813411, -87.622929471269)"
"Vacant/Abandoned Building","18-02444965","08/20/2018","Front",,"Open","BACK DOOR","Vacant","false","false","9347","S","UNIVERSITY","AVE","60619","1185510.20309634","1843236.04137161","8","4","47","41.72498041651","-87.59606480632","(41.724980416509, -87.596064806321)"
"Vacant/Abandoned Building","18-02438033","08/20/2018","Front",,"Open","NO","Vacant","false","false","2300","S","INDIANA","AVE","60616","1177983.74112507","1889145.78192361","3","1","33","41.85113485257","-87.6222432482","(41.851134852565, -87.622243248196)"
"Vacant/Abandoned Building","18-02437998","08/20/2018","Front",,"Open","NO","Vacant","false","false","132","E","23RD","ST","60616","1177808.95638775","1889140.95520367","3","1","33","41.85112557763","-87.62288488586","(41.851125577632, -87.622884885862)"
"Vacant/Abandoned Building","18-02442997","08/20/2018","Rear",,"Open","FRONT AND REAR","Vacant","false","false","2720","W","83RD","ST","60652","1159596.25013002","1849479.91636942","18","8","70","41.74268446709","-87.69081744905","(41.742684467086, -87.690817449054)"
"Vacant/Abandoned Building","18-02425409","08/18/2018","Front",,"Open",,"Vacant","false","false","2550","W","THOMAS","ST","60622","1159538.39371214","1907236.28740258","1","12","24","41.90117609429","-87.68944353993","(41.901176094287, -87.689443539926)"
"Vacant/Abandoned Building","18-02424022","08/18/2018","Front",,"Open",,"Vacant","false","false","5917","S","RACINE","AVE","60636","1169333.03221858","1865548.26989241","16","7","68","41.78657305716","-87.65467709125","(41.78657305716, -87.65467709125)"
"Vacant/Abandoned Building","18-02424856","08/18/2018","Front",,"Open",,"Vacant","false","false","1815","W","59TH","ST","60636","1165199.64452579","1865555.02781641","15","7","67","41.78668013129","-87.66983207619","(41.78668013129, -87.669832076188)"
"Vacant/Abandoned Building","18-02418645","08/17/2018","Front",,"Open","NONE","Vacant","false","false","1656","W","WASECA","PL","60643","1167234.03112967","1829850.42968385","34","22","75","41.68865818341","-87.663392006","(41.688658183411, -87.663392006)"
"Vacant/Abandoned Building","18-02420195","08/17/2018","Garage",,"Open",,"Vacant","false","true","12118","S","EMERALD","AVE","60628","1173502.13018225","1824507.82918739","34","5","53","41.67386117213","-87.64060208498","(41.673861172133, -87.640602084977)"
"Vacant/Abandoned Building","18-02417888","08/17/2018","Front",,"Boarded","WINDOWS","Vacant","true","false","11629","S","LAFAYETTE","AVE","60628","1178004.72720311","1827598.26598568","34","5","53","41.68224128779","-87.62402903595","(41.682241287794, -87.624029035946)"
"Vacant/Abandoned Building","18-02414054","08/17/2018","Front",,"Open",,"Vacant","false","false","5130","S","ADA","ST","60609","1168198.12407253","1870741.59062119","20","9","61","41.8008486418","-87.65868882462","(41.800848641801, -87.658688824623)"
"Vacant/Abandoned Building","18-02417866","08/17/2018","Front",,"Boarded",,"Vacant","false","false","11625","S","LAFAYETTE","AVE","60628","1178004.32720311","1827612.66598568","34","5","53","41.68228081259","-87.6240300662","(41.68228081259, -87.624030066199)"
"Vacant/Abandoned Building","18-02414543","08/17/2018",,,,,,,,"4847","S","LAFLIN","ST","60609","1167153.59097973","1872592.28661838","20","9","61","41.80594959598","-87.66246650479","(41.805949595983, -87.662466504792)"
"Vacant/Abandoned Building","18-02415976","08/17/2018","Rear",,"Boarded",,"Vacant","false","true","7018","S","WOODLAWN","AVE","60637","1185615.51542007","1858724.0198908","5","3","69","41.76747853289","-87.59519238169","(41.767478532891, -87.595192381694)"
"Vacant/Abandoned Building","18-02418334","08/17/2018","Front",,"Open",,"Vacant","false","false","5436","S","ABERDEEN","ST","60609","1169909.80801746","1868641.79439634","20","9","61","41.79504953023","-87.65247250586","(41.795049530229, -87.652472505858)"
"Vacant/Abandoned Building","18-02421151","08/17/2018","Front",,"Open","SIDE WINDOW","Vacant","false","false","8314","S","COLFAX","AVE","60617","1194949.22483165","1850347.75820045","7","4","46","41.74426853806","-87.56125648099","(41.744268538057, -87.561256480988)"
"Vacant/Abandoned Building","18-02419732","08/17/2018","Front",,"Open","UKNOWN","Vacant","false","false","8918","S","HOUSTON","AVE","60617","1198070.86268998","1846419.89256929","10","4","46","41.73341274657","-87.54994972069","(41.733412746566, -87.549949720692)"
"Vacant/Abandoned Building","18-02415971","08/17/2018","Rear",,"Boarded",,"Vacant","false","true","7014","S","WOODLAWN","AVE","60637","1185614.81542007","1858750.8198908","5","3","69","41.76755209103","-87.59519410444","(41.767552091031, -87.595194104439)"
"Vacant/Abandoned Building","18-02415016","08/17/2018","Rear",,"Open",,"Vacant","false","false","8600","S","THROOP","ST","60620","1169161.09659469","1847743.79076791","21","6","71","41.73771897463","-87.65582165608","(41.737718974633, -87.655821656079)"
"Vacant/Abandoned Building","18-02415806","08/17/2018",,,,,,,,"6101","S","DAMEN","AVE","60636","1164073.24247093","1864192.1001263","16","7","67","41.78296386017","-87.67400039206","(41.782963860174, -87.674000392057)"
"Vacant/Abandoned Building","18-02414671","08/17/2018","Rear",,"Boarded","TALL WEEDS","Vacant","false","false","7034","S","HERMITAGE","AVE","60636","1165895.90370655","1858047.01332571","17","7","67","41.76606239226","-87.66749235992","(41.76606239226, -87.667492359916)"
"Vacant/Abandoned Building","18-02419713","08/17/2018","Front",,"Open","VAULTED SIDEWALK.. CONNECTED TO THE PORCH.. COLLASPED..  FROM THE FRONT TO THE PORCH AT THIS PROPERTY...","Vacant","false","false","8916","S","HOUSTON","AVE","60617","1198070.46268998","1846433.39256929","10","4","46","41.73344980162","-87.54995073591","(41.733449801624, -87.549950735909)"
"Vacant/Abandoned Building","18-02407053","08/16/2018","Front",,"Open",,"Vacant","false","false","2657","W","BELDEN","AVE","60647","1158095.05281309","1915170.71009233","1","14","22","41.92297838665","-87.69452800811","(41.922978386652, -87.694528008114)"
"Vacant/Abandoned Building","18-02410817","08/16/2018","Front",,"Boarded",,"Vacant","false","false","7129","S","EMERALD","AVE","60621","1172577.60988802","1857600.37373011","6","7","68","41.76469221263","-87.64301472855","(41.764692212627, -87.643014728555)"
"Vacant/Abandoned Building","18-02409169","08/16/2018","Front",,"Open","FRONT AND REAR","Vacant","false","false","8716","S","COMMERCIAL","AVE","60617","1197656.33186934","1847754.06031366","10","4","46","41.73708415204","-87.55142391195","(41.737084152041, -87.551423911952)"
"Vacant/Abandoned Building","18-02406091","08/16/2018","Rear",,"Open","REAR","Vacant","false","false","2833","N","MOZART","ST","60618","1156889.92517828","1918633.32879955","33","14","21","41.93250461976","-87.69886192313","(41.932504619764, -87.698861923135)"
"Vacant/Abandoned Building","18-02410152","08/16/2018",,,,,,,,"8044","S","MARYLAND","AVE","60619","1183299.61837748","1851845.93587954","8","6","44","41.74865859799","-87.60389481347","(41.748658597987, -87.603894813466)"
"Vacant/Abandoned Building","18-02406815","08/16/2018","Front",,"Open","PEOPLE GETTING IN THROUGH THE SIDE DOOR","Vacant","false","true","8647","S","KINGSTON","AVE","60617","1194658.10911868","1848132.61039038","7","4","46","41.7381971503","-87.56239585162","(41.738197150303, -87.562395851624)"
"Vacant/Abandoned Building","18-02404023","08/16/2018","Front",,"Open",,"Vacant","false","false","5440","S","WOLCOTT","AVE","60609","1164615.79432743","1868437.74039759","16","9","61","41.79460300027","-87.67189146632","(41.794603000265, -87.671891466316)"
"Vacant/Abandoned Building","18-02410802","08/16/2018","Front",,"Open","DOORS AND WINDOWS","Vacant","false","true","4015","W","21ST","PL","60623","1149942.43998896","1889456.95999712","24","10","29","41.85257985231","-87.72515329617","(41.852579852308, -87.725153296167)"
"Vacant/Abandoned Building","18-02410154","08/16/2018",,,,,,,,"8025","S","MARYLAND","AVE","60619","1183295.71837748","1851974.03587954","8","6","44","41.74901020868","-87.60390512495","(41.749010208681, -87.603905124955)"
"Vacant/Abandoned Building","18-02407928","08/16/2018","Front",,"Boarded","FRONT","Vacant","false","false","7331","S","ABERDEEN","ST","60621","1170251.62916804","1856193.75957969","17","7","68","41.76088319265","-87.65158093304","(41.760883192647, -87.651580933043)"
"Vacant/Abandoned Building","18-02410000","08/16/2018","Rear",,"Open","REAR","Vacant","false","false","8408","S","BAKER","AVE","60617","1198643.01890789","1849515.09856798","10","4","46","41.74189191647","-87.54775017424","(41.741891916468, -87.547750174238)"
"Vacant/Abandoned Building","18-02406328","08/16/2018","Front",,"Open","FRONT/REAR DOORS, WINDOWS","Vacant","false","false","66","E","WALTON","ST","60611","1176810.37971805","1906935.19860205","42","18","8","41.89997663687","-87.62601164055","(41.899976636866, -87.626011640546)"
"Vacant/Abandoned Building","18-02398750","08/15/2018","Front",,"Open",,"Vacant","false","true","1719","E","87TH","ST","60617","1189220.85476616","1847634.0267786","8","4","48","41.73696092011","-87.58233227701","(41.736960920112, -87.58233227701)"
"Vacant/Abandoned Building","18-02400712","08/15/2018","Front",,"Open",,"Vacant","false","false","7628","S","UNION","AVE","60620","1172955.54202199","1854291.0730131","6","6","71","41.75560275301","-87.64172702536","(41.755602753013, -87.641727025364)"
"Vacant/Abandoned Building","18-02393516","08/15/2018",,,,,,,,"4115","S","VINCENNES","AVE","60653","1180462.78111265","1877775.38031044","4","2","38","41.81987698089","-87.61349446305","(41.819876980892, -87.613494463053)"
"Vacant/Abandoned Building","18-02398490","08/15/2018","Front",,"Open","FRONT","Vacant","false","false","4711","W","BERENICE","AVE","60641","1144304.11350966","1925174.45007479","30","17","15","41.95070031874","-87.74494877229","(41.950700318744, -87.744948772294)"
"Vacant/Abandoned Building","18-02398336","08/15/2018","Rear",,"Boarded","BACK","Vacant","false","false","1456","W","71ST","ST","60636","1167724.88011021","1857656.84707468","17","7","67","41.76495267716","-87.66079969113","(41.764952677158, -87.660799691129)"
"Vacant/Abandoned Building","18-02400734","08/15/2018","Front",,"Open",,"Vacant","false","false","7652","S","UNION","AVE","60620","1172959.7553104","1854130.98268495","6","6","71","41.75516335215","-87.64171630119","(41.755163352151, -87.641716301192)"
"Vacant/Abandoned Building","18-02400706","08/15/2018","Front",,"Open",,"Vacant","false","false","7919","S","PARNELL","AVE","60620","1174005.39992958","1852395.05251725","17","6","44","41.75037661294","-87.63793572753","(41.750376612944, -87.637935727531)"
"Vacant/Abandoned Building","18-02394859","08/15/2018",,,,,,,,"2420","E","73RD","ST","60649","1193472.18679705","1857021.99007589","7","3","43","41.76261940525","-87.56645042281","(41.762619405248, -87.566450422811)"
"Vacant/Abandoned Building","18-02400740","08/15/2018","Front",,"Open",,"Vacant","false","false","7955","S","UNION","AVE","60620","1173014.9124068","1852128.34696737","17","6","71","41.74966664925","-87.64157317435","(41.749666649253, -87.641573174354)"
"Vacant/Abandoned Building","18-02400427","08/15/2018","Rear",,"Open",,"Vacant","false","false","2308","W","ERIE","ST","60612","1160902.14517247","1904287.52277498","1","12","24","41.89305624727","-87.68451626702","(41.893056247269, -87.684516267018)"
"Vacant/Abandoned Building","18-02395999","08/15/2018","Front",,"Boarded",,"Vacant","false","false","7618","S","EUCLID","AVE","60649","1190525.62990544","1854844.22406575","8","4","43","41.75671501006","-87.57731996519","(41.756715010058, -87.577319965195)"
"Vacant/Abandoned Building","18-02398615","08/15/2018","Front",,"Open",,"Vacant","false","false","8014","S","SOUTH CHICAGO","AVE","60617","1189184.56070003","1852077.31081833","8","4","45","41.74915458416","-87.58232317515","(41.749154584159, -87.582323175151)"
"Vacant/Abandoned Building","18-02400480","08/15/2018","Front",,"Open","FRONT","Vacant","false","false","514","W","80TH","ST","60620","1174202.49197085","1851861.48658754","17","6","44","41.7489080676","-87.63722931307","(41.748908067598, -87.637229313068)"
"Vacant/Abandoned Building","18-02401415","08/15/2018","Rear",,"Open","BACK DOOR","Vacant","false","false","11747","S","STATE","ST","60628","1178363.36468701","1826956.32901351","9","5","53","41.68047160676","-87.6227356011","(41.680471606756, -87.622735601098)"
"Vacant/Abandoned Building","18-02400715","08/15/2018","Front",,"Open",,"Vacant","false","false","7632","S","UNION","AVE","60620","1172956.24202199","1854264.3730131","6","6","71","41.75552946943","-87.64172524665","(41.755529469428, -87.64172524665)"
"Vacant/Abandoned Building","18-02399526","08/15/2018","Front",,"Open","FRONT/REAR/GARAGE","Vacant","false","false","301","W","108TH","PL","60628","1176206.80363426","1832981.19362988","34","5","49","41.69705328081","-87.6304496796","(41.697053280815, -87.630449679603)"
"Vacant/Abandoned Building","18-02396984","08/15/2018","Front",,"Open",,"Vacant","false","true","4629","S","HONORE","ST","60609","1164794.12219438","1873989.45128737","15","9","61","41.80983379147","-87.67108068557","(41.809833791469, -87.671080685567)"
"Vacant/Abandoned Building","18-02391200","08/14/2018","Front",,"Open",,"Vacant","false","true","7841","S","CALUMET","AVE","60619","1179831.93941601","1853091.94442291","6","6","69","41.75215775403","-87.61656348944","(41.752157754031, -87.616563489436)"
